,folder_name,area_name,year,xmin,ymin,zmin,xmax,ymax,zmax,points
964,USGS_LPC_CT_Sandy_2014_LAS_2015/,USGS_LPC_CT_Sandy_2014_LAS,2015,-8190092,5031056,-73642,-8042452,5178696,73998,42453251467
965,USGS_LPC_CT_Statewide_B8_2016/,USGS_LPC_CT_Statewide_B8,2016,-8080487,5086898,-39751,-8000377,5167008,40359,8750390445
966,USGS_LPC_DE_DelawareValleyHD_5A_2015_LAS_2017/,USGS_LPC_DE_DelawareValleyHD_5A_2015_LAS,2017,-8417947,4830959,-24094,-8369167,4879739,24686,1968248305
967,USGS_LPC_DE_DelawareValley_HD_2015_LAS_2017/,USGS_LPC_DE_DelawareValley_HD_2015_LAS,2017,-8434364,4793852,-80588,-8273204,4955012,80572,41424477999
968,USGS_LPC_DE_Snds_2013_LAS_2015/,USGS_LPC_DE_Snds_2013_LAS,2015,-8554180,4594221,-124440,-8304526,4843875,125214,38730330437
969,USGS_LPC_FL_LeonCo_2018_LAS_2019/,USGS_LPC_FL_LeonCo_2018_LAS,2019,-9430673,3523579,-41365,-9347605,3606647,41703,55585107092
970,USGS_LPC_FL_Lower_Choctawhatchee_2017_LAS_2019/,USGS_LPC_FL_Lower_Choctawhatchee_2017_LAS,2019,-11445234,1641247,-3808024,-7636576,5449905,634,63409323111
971,USGS_LPC_FL_Lower_Choctawhatchee_TL_2017_LAS_2019/,USGS_LPC_FL_Lower_Choctawhatchee_TL_2017_LAS,2019,-9578698,3628928,-3475,-9571684,3635942,3539,58545717
972,USGS_LPC_FL_MartinCo_2015_LAS_2017/,USGS_LPC_FL_MartinCo_2015_LAS,2017,-8983480,3099285,-34498,-8914392,3168373,34590,11621793801
973,USGS_LPC_FL_PalmBeachCo_2016_LAS_2019/,USGS_LPC_FL_PalmBeachCo_2016_LAS,2019,-9004532,3031233,-47866,-8908434,3127331,48232,75584292255
974,USGS_LPC_FL_Panhandle_B1_2018_LAS_2019/,USGS_LPC_FL_Panhandle_B1_2018_LAS,2019,-9687611,3335969,-209502,-9267705,3755875,210404,53560158912
975,USGS_LPC_FL_Panhandle_B2_2018_LAS_2019/,USGS_LPC_FL_Panhandle_B2_2018_LAS,2019,-9516016,3506828,-67409,-9379786,3643058,68821,114970478417
976,USGS_LPC_FL_Panhandle_B3_2018_LAS_2019/,USGS_LPC_FL_Panhandle_B3_2018_LAS,2019,-9487814,3433264,-86445,-9313528,3607550,87841,88530657855
977,USGS_LPC_FL_PeaceRiver_2014_LAS_2018/,USGS_LPC_FL_PeaceRiver_2014_LAS,2018,-9174362,3125473,-58715,-9057006,3242829,58641,10843585796
978,USGS_LPC_FL_Southeast_B1_2018_LAS_2019/,USGS_LPC_FL_Southeast_B1_2018_LAS,2019,-8945412,2994469,-23195,-8898822,3041059,23395,7102582806
979,USGS_LPC_FL_Southeast_B2_2018_LAS_2019/,USGS_LPC_FL_Southeast_B2_2018_LAS,2019,-9030536,2953167,-52582,-8924250,3059453,53704,65500983767
980,USGS_LPC_FL_Southeast_TL_2018_LAS_2019/,USGS_LPC_FL_Southeast_TL_2018_LAS,2019,-9004966,2965670,-38682,-8926458,3044178,39826,7610457724
981,USGS_LPC_FL_Southwest_A_2018_LAS_2019/,USGS_LPC_FL_Southwest_A_2018_LAS,2019,-9160246,3028353,-41712,-9076578,3112021,41956,43739555864
982,USGS_LPC_FL_Southwest_B_2018_LAS_2019/,USGS_LPC_FL_Southwest_B_2018_LAS,2019,-9123729,2977000,-43670,-9036205,3064524,43854,72696720256
983,USGS_LPC_FL_Southwest_B_TL_2018_LAS_2019/,USGS_LPC_FL_Southwest_B_TL_2018_LAS,2019,-9064413,3047236,-1849,-9060539,3051110,2025,174474637
984,USGS_LPC_FL_SuwanneeRiver_2017_LAS_2018/,USGS_LPC_FL_SuwanneeRiver_2017_LAS,2018,-9277096,3372569,-103596,-9069124,3580541,104376,28779081909
985,USGS_LPC_FL_Suwannee_NCentral_2014_LAS_2016/,USGS_LPC_FL_Suwannee_NCentral_2014_LAS,2016,-9303619,3451907,-34421,-9234273,3521253,34925,9354427412
986,USGS_LPC_FL_Upper_Saint_Johns_2017_LAS_2019/,USGS_LPC_FL_Upper_Saint_Johns_2017_LAS,2019,-9057515,3258388,-52761,-8951203,3364700,53551,77000772358
987,USGS_LPC_GA_Georgia_A1_2016_LAS_2018/,USGS_LPC_GA_Georgia_A1_2016_LAS,2018,-9523395,3584770,-169419,-9184079,3924086,169897,93476094866
988,USGS_LPC_GA_Georgia_A2_2016_LAS_2018/,USGS_LPC_GA_Georgia_A2_2016_LAS,2018,-9167315,3842061,-46336,-9074313,3935063,46666,21454775427
989,USGS_LPC_GA_Georgia_A3_2016_LAS_2018/,USGS_LPC_GA_Georgia_A3_2016_LAS,2018,-9443284,3678208,-23992,-9394942,3726550,24350,5271760204
990,USGS_LPC_HI_Oahu_2012_LAS_2015/,USGS_LPC_HI_Oahu_2012_LAS,2015,-17621311,2414210,-36062,-17548967,2486554,36282,3590653630
991,USGS_LPC_ID_Clearwater_d1_2010_LAS_2015/,USGS_LPC_ID_Clearwater_d1_2010_LAS,2015,-12900260,5805517,-54263,-12789402,5916375,56595,1067605606
992,USGS_LPC_ID_EmeraldCreek_2004_LAS_2016/,USGS_LPC_ID_EmeraldCreek_2004_LAS,2016,-12964406,5931544,-11196,-12940124,5955826,13086,150278393
993,USGS_LPC_ID_FEMAHQ_2018_LAS_2019/,USGS_LPC_ID_FEMAHQ_2018_LAS,2019,-13020879,5315577,-127703,-12760829,5575627,132347,91488261226
994,USGS_LPC_ID_JackWaite_2007_LAS_2016/,USGS_LPC_ID_JackWaite_2007_LAS,2016,-12905944,6040164,-8566,-12881314,6064794,16064,343737208
995,USGS_LPC_ID_MoscowMountain_2003_LAS_2015/,USGS_LPC_ID_MoscowMountain_2003_LAS,2015,-13027328,5891242,-21479,-12981906,5936664,23943,113190435
996,USGS_LPC_ID_NezPerce_QL1_2016_LAS_2019/,USGS_LPC_ID_NezPerce_QL1_2016_LAS,2019,-13098219,5638239,-143043,-12806845,5929613,148331,41818547062
997,USGS_LPC_ID_NezPerce_QL2_2016_LAS_2019/,USGS_LPC_ID_NezPerce_QL2_2016_LAS,2019,-13073321,5725434,-111061,-12846623,5952132,115637,49445795010
998,USGS_LPC_ID_Nez_Perce_QL1_TL_2016_LAS_2019/,USGS_LPC_ID_Nez_Perce_QL1_TL_2016_LAS,2019,-13015326,5777430,-54395,-12905092,5887664,55839,7858729988
999,USGS_LPC_ID_Nez_Perce_QL2_TL_2016_LAS_2019/,USGS_LPC_ID_Nez_Perce_QL2_TL_2016_LAS,2019,-13016408,5767039,-57617,-12899672,5883775,59119,24690242906
1000,USGS_LPC_ID_Payette_NF_QL2_2017_LAS_2018/,USGS_LPC_ID_Payette_NF_QL2_2017_LAS,2018,-13052871,5488706,-52240,-12944971,5596606,55660,16832810718
1001,USGS_LPC_ID_SaintJoe_2003_LAS_2015/,USGS_LPC_ID_SaintJoe_2003_LAS,2015,-12954669,5955612,-20146,-12910819,5999462,23704,388528162
1002,USGS_LPC_ID_SlateLolo_2006_LAS_2015/,USGS_LPC_ID_SlateLolo_2006_LAS,2015,-12981508,5694331,-79542,-12819278,5856561,82688,2450332068
1003,USGS_LPC_IL_12County_KaneCo_2008_LAS_2015/,USGS_LPC_IL_12County_KaneCo_2008_LAS,2015,-9875914,5118856,-32715,-9809336,5185434,33863,3263918846
1004,USGS_LPC_IL_12_County_CarollCo_2009_LAS_2015/,USGS_LPC_IL_12_County_CarollCo_2009_LAS,2015,-10055627,5134011,-36413,-9982487,5207151,36727,4539234150
1005,USGS_LPC_IL_12_County_ChampaignCo_2008_LAS_2016/,USGS_LPC_IL_12_County_ChampaignCo_2008_LAS,2016,-9857414,4846839,-39132,-9779074,4925179,39208,5584199098
1006,USGS_LPC_IL_12_County_GrundyCo_2008_LAS_2016/,USGS_LPC_IL_12_County_GrundyCo_2008_LAS,2016,-9870032,5026795,-27272,-9815278,5081549,27482,2437752229
1007,USGS_LPC_IL_12_County_HenryCo_2009_LAS_2016/,USGS_LPC_IL_12_County_HenryCo_2009_LAS,2016,-10068414,5034291,-32317,-10002544,5100161,33553,3797948166
1008,USGS_LPC_IL_12_County_OgleCo_2008_LAS_2015/,USGS_LPC_IL_12_County_OgleCo_2008_LAS,2015,-9985185,5124964,-42020,-9900093,5210056,43072,3814030984
1009,USGS_LPC_IL_12_County_Stephenson_Co_2009_LAS_2016/,USGS_LPC_IL_12_County_Stephenson_Co_2009_LAS,2016,-10011992,5182671,-30175,-9950440,5244223,31377,3398180306
1010,USGS_LPC_IL_4County_Cook_2017_LAS_2019/,USGS_LPC_IL_4County_Cook_2017_LAS,2019,-9836056,5076637,-53625,-9728090,5184603,54341,93735594873
1011,USGS_LPC_IL_4County_Kane_2018_LAS_2019/,USGS_LPC_IL_4County_Kane_2018_LAS,2019,-9895378,5099473,-42283,-9810242,5184609,42853,42877557383
1012,USGS_LPC_IL_4County_Lake_2016_LAS_2019/,USGS_LPC_IL_4County_Lake_2016_LAS,2019,-9819319,5184390,-25632,-9767463,5236246,26224,41085204664
1013,USGS_LPC_IL_4County_McHenry_2018_LAS_2019/,USGS_LPC_IL_4County_McHenry_2018_LAS,2019,-9889531,5182620,-35725,-9817431,5254720,36375,43806965843
1014,USGS_LPC_IL_5County_KankakeeCo_2014_LAS_2016/,USGS_LPC_IL_5County_KankakeeCo_2014_LAS,2016,-9825192,4992885,-41077,-9742090,5075987,42025,10296311205
1015,USGS_LPC_IL_5County_WillCo_2014_LAS_2016/,USGS_LPC_IL_5County_WillCo_2014_LAS,2016,-9827619,5039170,-42165,-9742305,5124484,43149,14453590895
1016,USGS_LPC_IL_5county_MarionCo_2015_LAS_2016/,USGS_LPC_IL_5county_MarionCo_2015_LAS,2016,-9924456,4646026,-25123,-9872978,4697504,26355,3811673239
1017,USGS_LPC_IL_BondCo_2015_LAS_2016/,USGS_LPC_IL_BondCo_2015_LAS,2016,-9981229,4675475,-29580,-9920803,4735901,30846,2668401581
1018,USGS_LPC_IL_Boone_2018/,USGS_LPC_IL_Boone,2018,-9914220,5183127,-22250,-9861178,5236169,30792,6242336899
1019,USGS_LPC_IL_BureauCo_2015_LAS_2017/,USGS_LPC_IL_BureauCo_2015_LAS,2017,-10004228,5027161,-39272,-9924652,5106737,40304,8960850699
1020,USGS_LPC_IL_ChristianCo_2014_LAS_2016/,USGS_LPC_IL_ChristianCo_2014_LAS,2016,-9973966,4770794,-35193,-9902800,4841960,35973,14521467798
1021,USGS_LPC_IL_ClintonCo_2015_LAS_2016/,USGS_LPC_IL_ClintonCo_2015_LAS,2016,-9987419,4628577,-32702,-9920825,4695171,33892,3249888821
1022,USGS_LPC_IL_DOT_District5_DewittCo_2012_LAS_2017/,USGS_LPC_IL_DOT_District5_DewittCo_2012_LAS,2017,-9925101,4857408,-32900,-9858851,4923658,33350,3668902786
1023,USGS_LPC_IL_DOT_District5_EdgarCo_2012_LAS_2017/,USGS_LPC_IL_DOT_District5_EdgarCo_2012_LAS,2017,-9798851,4789411,-29804,-9737785,4850477,31262,4561367321
1024,USGS_LPC_IL_DOT_District5_McleanCo_2012_LAS_2017/,USGS_LPC_IL_DOT_District5_McleanCo_2012_LAS,2017,-9938354,4895362,-46114,-9846086,4987630,46154,10362159741
1025,USGS_LPC_IL_DOT_District5_PiattCo_2012_LAS_2017/,USGS_LPC_IL_DOT_District5_PiattCo_2012_LAS,2017,-9899871,4834886,-36793,-9826409,4908348,36669,4007313497
1026,USGS_LPC_IL_DOT_District5_VermilionCo_2012_LAS_2017/,USGS_LPC_IL_DOT_District5_VermilionCo_2012_LAS,2017,-9813032,4845668,-46203,-9720152,4938548,46677,6315788115
1027,USGS_LPC_IL_DOT_District_7_LiDAR_LAS_2017/,USGS_LPC_IL_DOT_District_7_LiDAR_LAS,2017,-9874796,4660687,-26018,-9822410,4713073,26368,2349181956
1028,USGS_LPC_IL_District4_Fulton_2014_LAS_2018/,USGS_LPC_IL_District4_Fulton_2014_LAS,2018,-10071946,4892342,-58479,-9954458,5009830,59009,7699606909
1029,USGS_LPC_IL_District4_Henderson_2014_LAS_2016/,USGS_LPC_IL_District4_Henderson_2014_LAS,2016,-10161773,4957116,-33311,-10094699,5024190,33763,2245921897
1030,USGS_LPC_IL_District4_Knox_2014_LAS_2017/,USGS_LPC_IL_District4_Knox_2014_LAS,2017,-10078693,4968625,-33297,-10011577,5035741,33819,3175826552
1031,USGS_LPC_IL_District4_Marshal_2014_LAS_2016/,USGS_LPC_IL_District4_Marshal_2014_LAS,2016,-9980277,4983397,-33897,-9911847,5051827,34533,1851817873
1032,USGS_LPC_IL_District4_McDonough_2014_LAS_2018/,USGS_LPC_IL_District4_McDonough_2014_LAS,2018,-10121658,4905113,-27395,-10066420,4960351,27843,2869615014
1033,USGS_LPC_IL_District4_Mercer_2014_LAS_2016/,USGS_LPC_IL_District4_Mercer_2014_LAS,2016,-10143619,5002772,-38254,-10066603,5079788,38762,2936169944
1034,USGS_LPC_IL_District4_Peoria_2014_LAS_2016/,USGS_LPC_IL_District4_Peoria_2014_LAS,2016,-10023111,4938810,-35283,-9952091,5009830,35737,3239523005
1035,USGS_LPC_IL_District4_Putnam_2014_LAS_2017/,USGS_LPC_IL_District4_Putnam_2014_LAS,2017,-9960754,5025170,-17937,-9924428,5061496,18389,775413734
1036,USGS_LPC_IL_District4_Stark_2014_LAS_2018/,USGS_LPC_IL_District4_Stark_2014_LAS,2018,-10018196,5006519,-20384,-9976906,5047809,20906,1311251076
1037,USGS_LPC_IL_District4_Tazewell_2014_LAS_2016/,USGS_LPC_IL_District4_Tazewell_2014_LAS,2016,-10014350,4905136,-38903,-9936068,4983418,39379,3180275707
1038,USGS_LPC_IL_District4_Warren_2014_LAS_2018/,USGS_LPC_IL_District4_Warren_2014_LAS,2018,-10121233,4956438,-33634,-10053481,5024190,34118,2534107796
1039,USGS_LPC_IL_District4_Woodford_2014_LAS_2016/,USGS_LPC_IL_District4_Woodford_2014_LAS,2016,-9971627,4940697,-36097,-9898947,5013377,36583,2350860363
1040,USGS_LPC_IL_District5_DouglasCo_2012_LAS_2018/,USGS_LPC_IL_District5_DouglasCo_2012_LAS,2018,-9849964,4801576,-30713,-9788094,4863446,31157,3547313434
1041,USGS_LPC_IL_District7_Clark_2014_LAS_2017/,USGS_LPC_IL_District7_Clark_2014_LAS,2017,-9798737,4739700,-27479,-9743401,4795036,27857,2433329981
1042,USGS_LPC_IL_District7_Crawford_2014_LAS_2017/,USGS_LPC_IL_District7_Crawford_2014_LAS,2017,-9791756,4698206,-25210,-9740924,4749038,25622,2294493886
1043,USGS_LPC_IL_District7_Cumberland_2014_LAS_2017/,USGS_LPC_IL_District7_Cumberland_2014_LAS,2017,-9965520,4618030,148,-9679930,4903620,285738,1629348727
1044,USGS_LPC_IL_District7_Edwards_2014_LAS_2017/,USGS_LPC_IL_District7_Edwards_2014_LAS,2017,-9824489,4614526,-23241,-9777617,4661398,23631,1174092493
1045,USGS_LPC_IL_District7_Effingham_2014_LAS_2017/,USGS_LPC_IL_District7_Effingham_2014_LAS,2017,-9887417,4704535,-26034,-9834883,4757069,26500,2371160578
1046,USGS_LPC_IL_District7_Fayette_2014_LAS_2017/,USGS_LPC_IL_District7_Fayette_2014_LAS,2017,-9940016,4683591,-35226,-9869104,4754503,35686,3554232318
1047,USGS_LPC_IL_District7_Macon_2014_LAS_2017/,USGS_LPC_IL_District7_Macon_2014_LAS,2017,-9935468,4813948,-30024,-9874760,4874656,30684,2417550200
1048,USGS_LPC_IL_District7_Moultrie_2014_LAS_2018/,USGS_LPC_IL_District7_Moultrie_2014_LAS,2018,-9893890,4784089,-26331,-9840784,4837195,26775,1535240730
1049,USGS_LPC_IL_District7_Richland_2014_LAS_2017/,USGS_LPC_IL_District7_Richland_2014_LAS,2017,-9830983,4656700,-23007,-9784059,4703624,23917,1919441737
1050,USGS_LPC_IL_District7_Shelby_2014_LAS_2017/,USGS_LPC_IL_District7_Shelby_2014_LAS,2017,-9924482,4745179,-38663,-9846674,4822987,39145,3368663407
1051,USGS_LPC_IL_District7_Wabash_2014_LAS_2017/,USGS_LPC_IL_District7_Wabash_2014_LAS,2017,-9799963,4612175,-24386,-9750805,4661333,24772,1209538966
1052,USGS_LPC_IL_District7_Wayne_2014_LAS_2018/,USGS_LPC_IL_District7_Wayne_2014_LAS,2018,-9874619,4609525,-31392,-9811503,4672641,31724,3360397868
1053,USGS_LPC_IL_FordIroqouisLivingston_2015_LAS_2017/,USGS_LPC_IL_FordIroqouisLivingston_2015_LAS,2017,-9895388,4923576,-52696,-9788880,5030084,53812,6887047974
1054,USGS_LPC_IL_FordIroquoisLivingston_L1_2014_LAS_2017/,USGS_LPC_IL_FordIroquoisLivingston_L1_2014_LAS,2017,-9908016,4975036,-26434,-9853818,5029234,27764,4422311418
1055,USGS_LPC_IL_FordIroquoisLivingston_L3_2014_LAS_2017/,USGS_LPC_IL_FordIroquoisLivingston_L3_2014_LAS,2017,-9850285,4923482,-44586,-9759979,5013788,45720,6035115345
1056,USGS_LPC_IL_FordIroquoisLivingston_L4_2014_LAS_2017/,USGS_LPC_IL_FordIroquoisLivingston_L4_2014_LAS,2017,-9804819,4935525,-38892,-9725879,5014465,40048,7444662546
1057,USGS_LPC_IL_FranklinCo_2014_LAS_2018/,USGS_LPC_IL_FranklinCo_2014_LAS,2018,-9929452,4550024,-27337,-9873410,4606066,28705,2306488029
1058,USGS_LPC_IL_GrnMacMont_2017_LAS_2018/,USGS_LPC_IL_GrnMacMont_2017_LAS,2018,-10088743,4676047,-82162,-9921797,4842993,84784,24270464513
1059,USGS_LPC_IL_HancockCo_2017_LAS_2018/,USGS_LPC_IL_HancockCo_2017_LAS,2018,-10187485,4892253,-34309,-10118443,4961295,34733,7046242882
1060,USGS_LPC_IL_Hardin_2014_LAS_2017/,USGS_LPC_IL_Hardin_2014_LAS,2017,-9842542,4488916,-20015,-9801836,4529622,20691,3139048364
1061,USGS_LPC_IL_JacksonCo_2015_LAS_2018/,USGS_LPC_IL_JacksonCo_2015_LAS,2018,-9985911,4511523,-32002,-9920575,4576859,33334,3724839228
1062,USGS_LPC_IL_Jasper_2014_LAS_2017/,USGS_LPC_IL_Jasper_2014_LAS,2017,-9838111,4698212,-24602,-9788529,4747794,24980,2307492280
1063,USGS_LPC_IL_JeffersonCo_2015_LAS_2016/,USGS_LPC_IL_JeffersonCo_2015_LAS,2016,-9924901,4595780,-25401,-9872885,4647796,26615,3843312331
1064,USGS_LPC_IL_JoDaviessCo_2008_LAS_2015/,USGS_LPC_IL_JoDaviessCo_2008_LAS,2015,-10092037,5171463,-41501,-10008689,5254811,41847,5863924922
1065,USGS_LPC_IL_LaSalle_B1_2017_LAS_2019/,USGS_LPC_IL_LaSalle_B1_2017_LAS,2019,-9946126,5001261,-54631,-9841330,5106057,50165,39042605445
1066,USGS_LPC_IL_LaSalle_B2_2017_LAS_2019/,USGS_LPC_IL_LaSalle_B2_2017_LAS,2019,-9939941,5028188,-79934,-9783969,5184160,76038,23143988668
1067,USGS_LPC_IL_LeeCo_2008_LAS_2015/,USGS_LPC_IL_LeeCo_2008_LAS,2015,-9978954,5083980,-39506,-9899804,5163130,39644,3436892549
1068,USGS_LPC_IL_LoganCo_2013_LAS_2015/,USGS_LPC_IL_LoganCo_2013_LAS,2015,-9978850,4853729,-29466,-9919138,4913441,30246,15731642085
1069,USGS_LPC_IL_MadisonCo_2014_LAS_2016/,USGS_LPC_IL_MadisonCo_2014_LAS,2016,-10051642,4656111,-39687,-9971438,4736315,40517,12645182002
1070,USGS_LPC_IL_PerryCo_2015_LAS_2019/,USGS_LPC_IL_PerryCo_2015_LAS,2019,-9978087,4562381,-29400,-9917967,4622501,30720,2478401718
1071,USGS_LPC_IL_Pike_ScottCo_2015_LAS_2017/,USGS_LPC_IL_Pike_ScottCo_2015_LAS,2017,-10172145,4750813,-59909,-10051805,4871153,60431,32187803961
1072,USGS_LPC_IL_Pope_2014_LAS_2017/,USGS_LPC_IL_Pope_2014_LAS,2017,-9897123,4444695,-39603,-9817137,4524681,40383,6493610557
1073,USGS_LPC_IL_Twelve_Counties_McHenry_LAS_2016/,USGS_LPC_IL_Twelve_Counties_McHenry_LAS,2016,-9875134,5180718,-27952,-9818012,5237840,29170,3879357282
1074,USGS_LPC_IL_WashingtonCo_2015_LAS_2016/,USGS_LPC_IL_WashingtonCo_2015_LAS,2016,-9987560,4598077,-32582,-9921202,4664435,33776,3866083511
1075,USGS_LPC_IL_WestCentral_2017_LAS_2019/,USGS_LPC_IL_WestCentral_2017_LAS,2019,-10120959,4768162,-94477,-9931493,4957628,94989,86765856389
1076,USGS_LPC_IL_WhitesideCO_2009_LAS_2015/,USGS_LPC_IL_WhitesideCO_2009_LAS,2015,-10047344,5089079,-35059,-9976172,5160251,36113,3606664376
1077,USGS_LPC_IN_Central_Hamilton_2017_LAS_2019/,USGS_LPC_IN_Central_Hamilton_2017_LAS,2019,-9601471,4854487,-21551,-9557351,4898607,22569,3849665626
1078,USGS_LPC_IN_Central_MarionCo_2016_LAS_2018/,USGS_LPC_IN_Central_MarionCo_2016_LAS,2018,-9612977,4809422,-24316,-9563491,4858908,25170,6017387431
1079,USGS_LPC_IN_Central_Wayne_2016_LAS_2019/,USGS_LPC_IN_Central_Wayne_2016_LAS,2019,-9488085,4821641,-23560,-9440231,4869495,24294,4191699870
1080,USGS_LPC_IN_ET_B5_Allen_2012__LAS_2016/,USGS_LPC_IN_ET_B5_Allen_2012__LAS,2016,-9501370,4995450,-30269,-9439786,5057034,31315,3232173444
1081,USGS_LPC_IN_ET_B5_Dekalb_2012_LAS_2016/,USGS_LPC_IN_ET_B5_Dekalb_2012_LAS,2016,-9484985,5048372,-22039,-9439869,5093488,23077,1349954520
1082,USGS_LPC_IN_ET_B5_LaGrange_2012_LAS_2016/,USGS_LPC_IN_ET_B5_LaGrange_2012_LAS,2016,-9537630,5080226,-26997,-9482538,5135318,28095,1310548218
1083,USGS_LPC_IN_ET_B5_Noble_2012__LAS_2016/,USGS_LPC_IN_ET_B5_Noble_2012__LAS,2016,-9535595,5044735,-25902,-9482731,5097599,26962,1486963233
1084,USGS_LPC_IN_ET_B5_Steuben_2012_LAS_2016/,USGS_LPC_IN_ET_B5_Steuben_2012_LAS,2016,-9484779,5085190,-21887,-9439977,5129992,22915,1070237880
1085,USGS_LPC_IN_ET_B5_Whitley_2012__LAS_2016/,USGS_LPC_IN_ET_B5_Whitley_2012__LAS,2016,-9539722,5012268,-21755,-9495014,5056976,22953,1260170030
1086,USGS_LPC_IN_ET_B6_Adams_2012_LAS_2016/,USGS_LPC_IN_ET_B6_Adams_2012_LAS,2016,-9482935,4947353,-26795,-9428281,5002007,27859,1220454490
1087,USGS_LPC_IN_ET_B6_Blackford_2012_LAS_2016/,USGS_LPC_IN_ET_B6_Blackford_2012_LAS,2016,-9513692,4919519,-14491,-9483448,4949763,15753,680519262
1088,USGS_LPC_IN_ET_B6_Delaware_2012_LAS_2017/,USGS_LPC_IN_ET_B6_Delaware_2012_LAS,2017,-9529732,4875511,-22495,-9483576,4921667,23661,722409962
1089,USGS_LPC_IN_ET_B6_Grant_2012_LAS_2016/,USGS_LPC_IN_ET_B6_Grant_2012_LAS,2016,-9559675,4915723,-24424,-9509629,4965769,25622,1553046663
1090,USGS_LPC_IN_ET_B6_Hamilton_2012_LAS_2017/,USGS_LPC_IN_ET_B6_Hamilton_2012_LAS,2017,-9602472,4853491,-22478,-9556354,4899609,23640,1618980691
1091,USGS_LPC_IN_ET_B6_Huntington_2012_LAS_2016/,USGS_LPC_IN_ET_B6_Huntington_2012_LAS,2016,-9543815,4959772,-26688,-9489221,5014366,27906,1451354907
1092,USGS_LPC_IN_ET_B6_Jay_2012_LAS_2016/,USGS_LPC_IN_ET_B6_Jay_2012_LAS,2016,-9487715,4906295,-23443,-9439743,4954267,24529,1402179817
1093,USGS_LPC_IN_ET_B6_Madison_2012_LAS_2017/,USGS_LPC_IN_ET_B6_Madison_2012_LAS,2017,-9575598,4855668,-32896,-9509596,4921670,33106,3405209925
1094,USGS_LPC_IN_ET_B6_Randolph_2012_LAS_2017/,USGS_LPC_IN_ET_B6_Randolph_2012_LAS,2017,-9487920,4864351,-23416,-9439896,4912375,24608,1528744130
1095,USGS_LPC_IN_ET_B6_Wells_2012_LAS_2016/,USGS_LPC_IN_ET_B6_Wells_2012_LAS,2016,-9518650,4947547,-26746,-9464042,5002155,27862,1310132603
1096,USGS_LPC_IN_ET_B7_Decatur_2012_LAS_2016/,USGS_LPC_IN_ET_B7_Decatur_2012_LAS,2016,-9541571,4738803,-24221,-9492197,4788177,25153,1384912825
1097,USGS_LPC_IN_ET_B7_Fayette_2012_LAS_2016/,USGS_LPC_IN_ET_B7_Fayette_2012_LAS,2016,-9500203,4795836,-19425,-9460329,4835710,20449,577525997
1098,USGS_LPC_IN_ET_B7_Franklin_2012_LAS_2016/,USGS_LPC_IN_ET_B7_Franklin_2012_LAS,2016,-9496307,4750668,-27045,-9441207,4805768,28055,1930766318
1099,USGS_LPC_IN_ET_B7_Hancock_2012_LAS_2016/,USGS_LPC_IN_ET_B7_Hancock_2012_LAS,2016,-9569324,4818932,-21096,-9525680,4862576,22548,1384847950
1100,USGS_LPC_IN_ET_B7_Henry_2012_LAS_2016/,USGS_LPC_IN_ET_B7_Henry_2012_LAS,2016,-9529672,4832785,-23048,-9483932,4878525,22692,1345914686
1101,USGS_LPC_IN_ET_B7_Rush_2012_LAS_2016/,USGS_LPC_IN_ET_B7_Rush_2012_LAS,2016,-9538672,4786105,-24345,-9488986,4835791,25341,1040396029
1102,USGS_LPC_IN_ET_B7_Shelby_2012_LAS_2016/,USGS_LPC_IN_ET_B7_Shelby_2012_LAS,2016,-9577223,4770322,-26045,-9523677,4823868,27501,1699637055
1103,USGS_LPC_IN_ET_B7_Union_2012_LAS_2016/,USGS_LPC_IN_ET_B7_Union_2012_LAS,2016,-9469796,4795640,-15555,-9437842,4827594,16399,386849003
1104,USGS_LPC_IN_ET_B7_Wayne_2012_LAS_2016/,USGS_LPC_IN_ET_B7_Wayne_2012_LAS,2016,-9488085,4821867,-23057,-9440683,4869269,24345,1379531535
1105,USGS_LPC_IN_ET_B8_Clark_2012_LAS_2016/,USGS_LPC_IN_ET_B8_Clark_2012_LAS,2016,-9574518,4607050,-33381,-9506938,4674630,34199,1378143864
1106,USGS_LPC_IN_ET_B8_Dearborn_2012_LAS_2016/,USGS_LPC_IN_ET_B8_Dearborn_2012_LAS,2016,-9487740,4711060,-27177,-9432588,4766212,27975,2187595916
1107,USGS_LPC_IN_ET_B8_Floyd_2011_LAS_2016/,USGS_LPC_IN_ET_B8_Floyd_2011_LAS,2016,-9580352,4603729,-18097,-9543350,4640731,18905,1315005835
1108,USGS_LPC_IN_ET_B8_Jefferson_2012_LAS_2016/,USGS_LPC_IN_ET_B8_Jefferson_2012_LAS,2016,-9539530,4658370,-27906,-9482804,4715096,28820,1317389564
1109,USGS_LPC_IN_ET_B8_Jennings_2012_LAS_2016/,USGS_LPC_IN_ET_B8_Jennings_2012_LAS,2016,-9559209,4693595,-28052,-9502189,4750615,28968,1213751081
1110,USGS_LPC_IN_ET_B8_Ohio_2012_LAS_2016/,USGS_LPC_IN_ET_B8_Ohio_2012_LAS,2016,-9478906,4699390,-18000,-9442156,4736140,18750,469942583
1111,USGS_LPC_IN_ET_B8_RipleyCo_2012_LAS_2016/,USGS_LPC_IN_ET_B8_RipleyCo_2012_LAS,2016,-9519958,4707292,-29076,-9460928,4766322,29954,1556733335
